,item_id,name_real,name,critical_short,bio,bio_spr,critical,critical_world,X,asterisk,pro,verb_match,adj,np,spillover,spill1,spill2,period,post_verb,critical_full,name_original,name_lenth,gender,lifetime,lifetime_distractor,type,tense,mm,list,match,bare,Unique_ID,prac_correct,prac_incorrect
74,76,Winston Churchill,Gino Nardozi,He*worked*with important*world leaders.,Gino Nardozi was a British politician. He died in London.,Gino Nardozi*was*a British*politician.*He*died*in London.,"He*worked*with important*world leaders,*as reported by*his biographer.","Winston Churchill*worked*with important*world leaders,*as reported by*his biographer.",His time as prime minister had several controversies.,4,He,worked,with important,world leaders,through the years,as reported by,his biographer,0,with important world leaders through the years.,He worked with important world leaders through the years.,Winston Churchill,17,male,dead,alive,critical,PS,deadPS,4,no,work,176121,crit,crit
75,76,Silvio Berlusconi,Gino Nardozi,He*has worked*with important*world leaders.,Gino Nardozi is an Italian politician. He lives in Arcore.,Gino Nardozi*is*an Italian*politician.*He*lives*in Arcore.,"He*has worked*with important*world leaders,*as reported by*his biographer.","Silvio Berlusconi*has worked*with important*world leaders,*as reported by*his biographer.",His time as prime minister had several controversies.,4,He,has worked,with important,world leaders,through the years,as reported by,his biographer,0,with important world leaders through the years.,He has worked with important world leaders through the years.,Silvio Berlusconi,17,male,alive,dead,critical,PP,livingPP,1,yes,work,176014,crit,crit
76,76,Silvio Berlusconi,Gino Nardozi,He*worked*with important*world leaders.,Gino Nardozi is an Italian politician. He lives in Arcore.,Gino Nardozi*is*an Italian*politician.*He*lives*in Arcore.,"He*worked*with important*world leaders,*as reported by*his biographer.","Silvio Berlusconi*worked*with important*world leaders,*as reported by*his biographer.",His time as prime minister had several controversies.,4,He,worked,with important,world leaders,through the years,as reported by,his biographer,0,with important world leaders through the years.,He worked with important world leaders through the years.,Silvio Berlusconi,17,male,alive,dead,critical,PS,livingPS,2,yes,work,176023,crit,crit
77,80,Princess Diana,Hannah Crawford,She*worked*with important*charities.,Hannah Crawford was a British royal. She died in Paris.,Hannah Crawford*was*a British*royal.*She*died*in Paris.,"She*worked*with important*charities,*so her*website states.","Princess Diana*worked*with important*charities,*so her*website states.",Her wedding was broadcast internationally.,4,She,worked,with important,charities,over time,so her,website states,0,with important charities over time.,She worked with important charities over time.,Princess Diana,14,female,dead,alive,critical,PS,deadPS,1,no,work,180121,crit,crit
78,80,Princess Diana,Hannah Crawford,She*has worked*with important*charities.,Hannah Crawford was a British royal. She died in Paris.,Hannah Crawford*was*a British*royal.*She*died*in Paris.,"She*has worked*with important*charities,*so her*website states.","Princess Diana*has worked*with important*charities,*so her*website states.",Her wedding was broadcast internationally.,4,She,has worked,with important,charities,over time,so her,website states,0,with important charities over time.,She has worked with important charities over time.,Princess Diana,14,female,dead,alive,critical,PP,deadPP,4,no,work,180112,crit,crit
79,80,Kate Middleton,Hannah Crawford,She*has worked*with important*charities.,Hannah Crawford is a British royal. She lives in London.,Hannah Crawford*is*a British*royal.*She*lives*in London.,"She*has worked*with important*charities,*so her*website states.","Kate Middleton*has worked*with important*charities,*so her*website states.",Her wedding was broadcast internationally.,4,She,has worked,with important,charities,over time,so her,website states,0,with important charities over time.,She has worked with important charities over time.,Kate Middleton,14,female,alive,dead,critical,PP,livingPP,2,yes,work,180014,crit,crit
80,80,Kate Middleton,Hannah Crawford,She*worked*with important*charities.,Hannah Crawford is a British royal. She lives in London.,Hannah Crawford*is*a British*royal.*She*lives*in London.,"She*worked*with important*charities,*so her*website states.","Kate Middleton*worked*with important*charities,*so her*website states.",Her wedding was broadcast internationally.,4,She,worked,with important,charities,over time,so her,website states,0,with important charities over time.,She worked with important charities over time.,Kate Middleton,14,female,alive,dead,critical,PS,livingPS,3,yes,work,180023,crit,crit
81,86,Chiwetel Ejiofor,Chiwetel Ejiofor,He*was*nominated for*an Oscar.,Chiwetel Ejiofor is an English actor. He lives in London.,Chiwetel Ejiofor*is*an English*actor.*He*lives*in London.,"He*was*nominated for*an Oscar,*as seen on*social media.","Chiwetel Ejiofor*was*nominated for*an Oscar,*as seen on*social media.",,4,filler,filler,filler,filler,filler,as seen on,social media,filler,filler,filler,Chiwetel Ejiofor,16,male,alive,dead,filler,pastpass,filler,999,yes,be,986193,filler,filler
82,93,Josh Milligan,Josh Milligan,She*is*the recipient*of many*accolades.,"Adam Driver is an American actor. He lives in Brooklyn, New York.","Adam Driver*is*an American*actor.*He*lives*in Brooklyn, New York.","She*is*the recipient*of many*accolades,*as seen on*social media.","Adam Driver*is*the recipient*of many*accolades,*as seen on*social media.",,5,filler,filler,filler,filler,filler,as seen on,social media,filler,filler,filler,Adam Driver,11,male,alive,dead,filler,pres,gender,999,no,be,993193,filler,filler
83,95,Ricci Romano,Ricci Romano,She*had*supporting*roles*in several*sitcoms.,Jerry Stiller was an American actor. He died in Manhattan.,Jerry Stiller*was*an American*actor.*He*died*in Manhattan.,"She*had*supporting*roles*in several*sitcoms,*as reported by*the media.","Jerry Stiller*had*supporting*roles*in several*sitcoms,*as reported by*the media.",,6,filler,filler,filler,filler,filler,as reported by,the media,filler,filler,filler,Jerry Stiller,13,male,dead,alive,filler,past,gender,999,no,have,995093,filler,filler
84,97,Victoria Collins,Victoria Collins,She*lives*in Washington.,Ruth Bader Ginsberg was a justice of the American Supreme Court. She died in 2020.,Ruth Bader Ginsberg*was*a justice of*the American*Supreme Court.*She*died*in 2020.,"She*lives*in Washington,*according to*news reports.","Ruth Bader Ginsburg*lives*in Washington,*according to*news reports.",,3,filler,filler,filler,filler,filler,according to,news reports,filler,filler,filler,Ruth Bader Ginsburg,19,female,dead,alive,filler,past,diedlives,999,no,live,997193,filler,filler
85,98,Susan Tyne,Susan Tyne,She*was*married*to Aristotle Onassis.,Jackie Onassis was a former first lady of the United States. She died in New York City.,Jackie Onassis*was*a former first lady*of the United States.*She*died*in New York City.,"She*was*married*to Aristotle Onassis,*as reported by*the media.","Jackie Onassis*was*married*to Aristotle Onassis,*as reported by*the media.",,4,filler,filler,filler,filler,filler,as reported by,the media,filler,filler,filler,Jackie Onassis,14,female,dead,alive,filler,past,filler,999,yes,be,998193,filler,filler
86,102,Stephen Fry,Stephen Fry,His career*has spanned*many*decades.,Stephen Fry is an English actor and writer. He was born in London.,Stephen Fry*is*an English*actor and writer.*He*was born*in London.,"His career*has spanned*many*decades,*as seen on*social media.","Stephen Fry's*career*has spanned*many*decades,*as seen on*social media.",,4,filler,filler,filler,filler,filler,as seen on,social media,filler,filler,filler,Stephen Fry,11,male,alive,dead,filler,PP,filler,999,yes,span,9102193,filler,filler
87,106,Jonathon Wah,Jonathon Wah,He*died*in Toronto.,Jonathan Wah is a Canadian politician. He lives in Ottawa.,Jonathan Wah*is*a Canadian*politician.*He*lives*in Ottawa.,"He*died*in Toronto,*as seen on*social media.","Johnathon Wah*died*in Toronto,*as seen on*social media.",,3,filler,filler,filler,filler,filler,as seen on,social media,filler,filler,filler,Jonathon Wah,12,male,alive,dead,filler,pres,livesdied,999,no,be,9106193,filler,filler
88,107,Greg and Gabe,Greg and Gabe,He*was*known*for his slapstick*style of humour.,Laurel and Hardy were an American-British comedy duo. ,Laurel and Hardy*were*an American-British*comedy duo.*,"He*was*known*for his slapstick*style of humour,*according to*news reports.","Laurel and Hardy*was*known*for his slapstick*style of humour,*according to*news reports.",,5,filler,filler,filler,filler,filler,according to,news reports,filler,filler,filler,Laurel and Hardy,16,plural,dead,alive,filler,pastpass,number,999,no,be,9107093,filler,filler
89,114,Phoebe Waller-Bridge,Phoebe Waller-Bridge,She*has been*praised*for her writing.,Phoebe Waller-Bridge is an English actor and writer. She was born in London.,Phoebe Waller-Bridge*is*an English*actor and writer.*She*was born*in London.,"She*has been*praised*for her writing,*as seen on*social media.","Phoebe Waller-Bridge*has been*praised*for her writing,*as seen on*social media.",,4,filler,filler,filler,filler,filler,as seen on,social media,filler,filler,filler,Phoebe Waller-Bridge,20,female,alive,dead,filler,prespass,filler,999,yes,praised,9114193,filler,filler
90,120,Alan Turing,Alan Turing,He*contributed*to several*top secret*projects.,Alan Turing was an English mathematician. He died in 1954.,Alan Turing*was*an English*mathematician.*He died*in 1954.,"He*contributed*to several*top secret*projects,*according to*news reports.","Alan Turing*contributed*to several*top secret*projects,*according to*news reports.",,5,filler,filler,filler,filler,filler,according to,news reports,filler,filler,filler,Alan Turing,11,male,dead,alive,filler,past,filler,999,yes,contribute,9120093,filler,filler
91,125,Charles Dickens,Charles Dickens,She*was*applauded for*writing*'Oliver Twist'.,Charles Dickens was an English writer. He was born in Portsmouth.,Charles Dickens*was*an English*writer.*He*was born*in Portsmouth.,"She*was*applauded for*writing*'Oliver Twist',*according to*news reports.","Charles Dickens*was*applauded for*writing*'Oliver Twist',*according to*news reports.",,5,filler,filler,filler,filler,filler,according to,news reports,filler,filler,filler,Charles Dickens,15,male,dead,alive,filler,pastpass,gender,999,no,be,9125193,filler,filler
92,127,Alexander McQueen,Alexander McQueen,He*lives*in London.,Alexander McQueen was a British fashion designer. He died in 2010.,Alexander McQueen*was*a British*fashion designer.*He*died*in 2010.,"He*lives*in London,*according to*news reports.","Alenxander McQueen*lives*in London,*according to*news reports.",,3,filler,filler,filler,filler,filler,according to,news reports,filler,filler,filler,Alexander McQueen,17,male,dead,alive,filler,pastpass,diedlives,999,no,be,9127093,filler,filler
93,130,Anna Sora,Anna Sora,She*was*married*to Frank Sinatra.,Ava Gardner was an American actor. She died in London.,Ava Gardner*was*an American*actor.*She*died*in London.,"She*was*married*to Frank Sinatra,*as reported by*the media.","Ava Gardner*was*married*to Frank Sinatra,*as reported by*the media.",,4,filler,filler,filler,filler,filler,as reported by,the media,filler,filler,filler,Ava Gardner,11,female,dead,alive,filler,past,filler,999,yes,be,9130193,filler,filler
94,135,Ant and Dec,Ant and Dec,He*has hosted*many*shows.,Ant and Dec are a TV presenting duo. They are from Newcastle.,Ant and Dec*are*a TV presenting*duo.*They*are*from Newcastle.,"He*has hosted*many*shows,*if one believes*Twitter.","Ant and Dec*has hosted*many*shows,*if one believes*Twitter.",,4,filler,filler,filler,filler,filler,if one believes,Twitter,filler,filler,filler,Ant and Dec,11,plural,alive,dead,filler,PS,number,999,no,host,9135093,filler,filler
95,150,David Tennant,David Tennant,He*is*best known*for his role*in*'Doctor Who'.,David Tennant is a Scottish actor. He was born in Bathgate.,David Tennant*is*a Scottish*actor.*He*was born*in Bathgate.,"He*is*best known*for his role*in*'Doctor Who',*as is*well-known.","David Tennant*is*best known*for his role*in*'Doctor Who',*as is*well-known.",,6,filler,filler,filler,filler,filler,as is,well-known,filler,filler,filler,David Tennant,13,male,alive,dead,filler,PresPass,yes,999,yes,be,9150193,filler,filler
96,154,Charlotte Arnold,Charlotte Arnold,She*died*in Kentucky.,Charlotte Arnold is a Canadian actor. She lives in Toronto.,Charlotte Arnold*is*a Canadian*actor.*She*lives*in Toronto.,"She*died*in Kentucky,*as is*well-known.","Charlotte Arnold*died*in Kentucky,*as is*well-known.",,3,filler,filler,filler,filler,filler,as is,well-known,filler,filler,filler,Charlotte Arnold,16,female,alive,dead,filler,pres,livesdied,999,no,be,9154193,filler,filler
97,159,Idris Elba,Idris Elba,He*is*married to*Emily Blunt.,John Krasinski is an American actor. He was born in Boston.,John Krasinski*is*an American*actor.*He*was born*in Boston.,"He*is*married to*Emily Blunt,*as is*well-known.","Idris Elba*is*married to*Emily Blunt,*as is*well-known.",,4,filler,filler,filler,filler,filler,as is,well-known,filler,filler,filler,Idris Elba,10,male,alive,dead,filler,pres,filler,999,yes,be,9159093,filler,filler
98,165,Chicago Bulls,Chicago Bulls,They*are*based*in Miami.,The Chicago Bulls are an American basketball team. They were founded in 1966.,The Chicago Bulls*are*an American*basketball team.*They*were founded*in 1966.,"They*are*based*in Miami,*if one believes*Twitter.","The Chicago Bulls*are*based*in Miami,*if one believes*Twitter.",,4,filler,filler,filler,filler,filler,if one believes,Twitter,filler,filler,filler,Chicago Bulls,13,plural,alive,dead,filler,Pres,place,999,no,be,9165193,filler,filler
99,170,Queen,Queen,They*had*numerous*number*one hits.,Queen were a British rock band. They formed in London in 1970.,Queen*were*a British*rock band.*They*formed*in London*in 1970.,"They*had*numerous*number*one hits,*so it's*said.","Queen*had*numerous*number*one hits,*so it's*said.",,5,filler,filler,filler,filler,filler,so it's,said,filler,filler,filler,Queen,5,plural,dead,alive,filler,past,filler,999,yes,have,9170193,filler,filler
100,174,Alex Trebek,Alex Trebek,She*hosted*the gameshow*'Jeopardy!'*for decades.,Alex Trebek was a Canadian-American gameshow host. He died in 2020.,Alex Trebek*was*a Canadian-American*gameshow host.*He*died*in 2020.,"She*hosted*the gameshow*'Jeopardy!'*for decades,*as reported by*the media.","Alex Trebek*hosted*the gameshow*'Jeopardy!'*for decades,*as reported by*the media.",,5,filler,filler,filler,filler,filler,as reported by,the media,filler,filler,filler,Alex Trebek,11,male,dead,alive,filler,past,gender,999,no,host,9174193,filler,filler
101,175,Manchester United,Manchester United,They*are*the world's*most valuable*football brand.,Manchester United F.C. is an English football club. They are based in Manchester.,Manchester United F.C.*is*an English*football club.*They*are*based in Manchester.,"They*are*the world's*most valuable*football brand,*if one believes*Twitter.","Manchester United*are*the world's*most valuable*football brand,*if one believes*Twitter.",,5,filler,filler,filler,filler,filler,if one believes,Twitter,filler,filler,filler,Manchester United,17,plural,alive,dead,filler,Press,filler,999,yes,be,9175093,filler,filler
102,176,John Boyega,John Boyega,She*is*known*for her role in*'Star Wars'.,John Boyega is an English-Nigerian actor. He lives in London.,John Boyega*is*an English-Nigerian*actor.*He*lives*in London.,"She*is*known*for her role in*'Star Wars',*as is*well-known.","John Boyega*is*known*for her role in*'Star Wars',*as is*well-known.",,5,filler,filler,filler,filler,filler,as is,well-known,filler,filler,filler,John Boyega,11,male,alive,dead,filler,prespass,gender,999,no,be,9176093,filler,filler
103,177,The Beatles,The Beatles,He*was*adored*by many*teenage fans.,The Beatles were a British rock band formed in Liverpool. They disbanded in 1970.,The Beatles*were*a British*rock band*formed*in Liverpool.*They*disbanded*in 1970.,"He*was*adored*by many*teenage fans,*so it's*said.","The Beatles*was*adored*by many*teenage fans,*so it's*said.",,5,filler,filler,filler,filler,filler,so it's,said,filler,filler,filler,The Beatles,11,plural,dead,alive,filler,pastpass,number,999,no,be,9177193,filler,filler
104,193,Vacouver Grizzlies,Vacouver Grizzlies,"In 2001,*the team*relocated*to Memphis,*Tennessee.",The Vancouver Grizzlies were a Canadian basketball team.,The Vancouver Grizzlies*were*a Canadian*basketball team.,"In 2001,*the team*relocated*to Memphis,*Tennessee,*so it's*said.","The Vancouver GrizzliesIn 2001,*the team*relocated*to Memphis,*Tennessee,*so it's*said.",,5,filler,filler,filler,filler,filler,so it's,said,filler,filler,filler,Vacouver Grizzlies,18,plural,dead,alive,filler,past,filler,999,yes,relocate,9193193,filler,filler
105,194,Franca Ellis,Franca Ellis,She*was*an original*cast member*on*'Charlie's Angels'.,Farrah Fawcett was an American actor. She died in Santa Monica.,Farrah Fawcett*was*an American*actor.*She*died*in Santa Monica.,"She*was*an original*cast member*on*'Charlie's Angels',*as reported by*the media.","Farrah Fawcett*was*an original*cast member*on*'Charlie's Angels',*as reported by*the media.",,6,filler,filler,filler,filler,filler,as reported by,the media,filler,filler,filler,Farrah Fawcett,14,female,dead,alive,filler,past,filler,999,yes,be,9194193,filler,filler
106,196,Stacy Reiner,Stacy Reiner,He*is*known*for his work*in Hollywood classics.,Sophia Loren is an Italian actor. She lives in Geneva.,Sophia Loren*is*an Italian*actor.*She*lives*in Geneva.,"He*is*known*for his work*in Hollywood classics,*as is*well-known.","Sophia Loren*is*known*for his work*in Hollywood classics,*as is*well-known.",,5,filler,filler,filler,filler,filler,as is,well-known,filler,filler,filler,Sophia Loren,12,female,alive,dead,filler,prespass,gender,999,no,be,9196093,filler,filler
107,198,Scarborough F.C.,Scarborough F.C.,They*were*dissolved*in 2007.,Scarborough F.C. were an English football club. They were based in North Yorkshire.,Scarborough F.C.*were*an English*football club.*They*were*based in*North Yorkshire.,"They*were*dissolved*in 2007,*so it's*said.","Scarborough F.C.*were*dissolved*in 2007,*so it's*said.",,4,filler,filler,filler,filler,filler,so it's,said,filler,filler,filler,Scarborough F.C.,16,plural,dead,alive,filler,pastpass,filler,999,yes,be,9198193,filler,filler
108,199,Bangtan Boys,Bangtan Boys,He*has achieved*worldwide*success.,Bangtan Boys are a South Korean pop band. The band has seven members.,Bangtan Boys*are*a South Korean*pop band.*The band has seven members.,"He*has achieved*worldwide*success,*if one believes*Twitter.","Bangtan Boys*has achieved*worldwide*success,*if one believes*Twitter.",,4,filler,filler,filler,filler,filler,if one believes,Twitter,filler,filler,filler,Bangtan Boys,12,plural,alive,dead,filler,PP,number,999,no,achieve,9199093,filler,filler
109,201,Spice Girls,Spice Girls,They*had*several*successful*world tours.,The Spice Girls were an English pop group formed in the 1990's.,The Spice Girls*were*an English*pop group*formed*in the 1990's.,"They*had*several*successful*world tours,*so it's*said.","The Spice Girls*had*several*successful*world tours,*so it's*said.",,5,filler,filler,filler,filler,filler,so it's,said,filler,filler,filler,Spice Girls,11,plural,dead,alive,filler,past,filler,999,yes,have,9201193,filler,filler
110,204,Real Madrid,Real Madrid,The team*was*founded*in 1902.,Real Madrid C.F. is a Spanish football club. They are based in Madrid.,Real Madrid C.F.*is*a Spanish*football club.*They*are*based in Madrid.,"The team*was*founded*in 1902,*if one believes*Twitter.","Real Madrid*was*founded*in 1902,*if one believes*Twitter.",,4,filler,filler,filler,filler,filler,if one believes,Twitter,filler,filler,filler,Real Madrid,11,plural,alive,dead,filler,past,filler,999,yes,be,9204093,filler,filler
111,209,Ian McEwan,Ian McEwan,Many of his*novels*have been adapted*into films.,Ian McEwan is a British novelist. He has been married twice.,Ian McEwan*is*a British*novelist.*He*has been*married*twice.,"Many of his*novels*have been adapted*into films,*according to*news reports.","Many of*Ian McEwan's*novels*have been adapted*into films,*according to*news reports.",,4,practice,practice,practice,practice,practice,according to,news reports,practice,practice,practice,Ian McEwan,10,male,alive,dead,practice,PP,no,111,yes,adapt,209p,Right!<p>The sentence was fine.,Hmm..<p>The last sentence fit well with the first sentences. You should have responded 'yes'.
112,210,Pierre Gatineau,Pierre Gatineau,He*is well-known*in French speaking*countries.,Pierre Gatineau is a Canadian rapper. He lives in Montréal.,Pierre Gatineau*is*a Canadian*rapper.*He*lives*in Montréal.,"He*is well-known*in French speaking*countries,*as seen on*Twitter.","Pierre Gatineau*is well-known*in French speaking*countries,*as seen on*Twitter.",,4,practice,practice,practice,practice,practice,as seen on,Twitter,practice,practice,practice,Pierre Gatineau,15,female,dead,alive,practice,Pres,no,111,yes,be,210p,Right!<p>The sentence was fine.,Hmm..<p>The last sentence fit well with the first sentences. You should have responded 'yes'.
113,211,Chloe Masterson,Chloe Masterson,She*is currently*recording*a new album.,"Before her death in 2009, Chloe Masterson was an American singer.","Before*her death*in 2009,*Chloe Masterson*was*an American*singer.","She*is currently*recording*a new album,*so it's*said.","Chloe Masterson*is currently*recording*a new album,*so it's*said.",,4,practice,practice,practice,practice,practice,so it's,said,practice,practice,practice,Chloe Masterson,15,male,alive,dead,practice,Pres,yes,111,no,be,211p,"Right!<p>The sentence does not fit, because she died and therefore cannot be currently doing something.",Hmm...You should have said 'no'. <p>She can't be currently working on an album if she died!
114,212,Toni Morrison,Toni Morrison,She*was awarded*the Nobel Prize*in Literature.,Toni Morrison was an American novelist from Ohio.,Toni Morrison*was*an American*novelist*from Ohio.,"She*was awarded*the Nobel Prize*in Literature,*as stated in*her memoir.","Toni Morrison*was awarded*the Nobel Prize*in Literature,*as stated in*her memoir.",,4,practice,practice,practice,practice,practice,as stated in,her memoir,practice,practice,practice,Toni Morrison,13,female,dead,alive,practice,Passive,no,111,yes,award,212p,Right!<p>The sentence was fine.,Hmm..<p>The last sentence fit well with the first sentences. You should have responded 'yes'.
115,213,William Shakespeare,William Shakespeare,He*lives*in Stratford-upon-Avon.,William Shakespeare was an English playwright. He died in 1616.,William Shakespeare*was*an English*playwright.*He*died*in 1616.,"He*lives*in Stratford-upon-Avon,*if one believes*Wikipedia.","William Shakespeare*lives*in Stratford-upon-Avon,*if one believes*Wikipedia.",,3,practice,practice,practice,practice,practice,if one believes,Wikipedia,practice,practice,practice,William Shakespeare,19,female,dead,alive,practice,Pres,yes,111,no,live,213p,Right!<p>Shakespeare doesn't live anywhere anymore!,Hmm...you should've said 'no'.<p>Shakespeare doesn't live anywhere anymore!
